sample	circle_id	transcript_id	other_ids	exon_id	chr	start	end	strand	exon_length	unique_reads	fragments	number+	number-
hek293_B	10:31908172-31910563	NM_001270698	NM_001270699,NM_001270698,NM_001270697,NM_001270696,NM_001270695,NM_018287	15	10	31910524	31910563	-	39	6	6	4	2
hek293_B	7:127373342-127377329	NM_176814	NM_176814	1	7	127373341	127375034	-	1693	9	11	7	4
hek293_B	7:127373342-127377329	NM_176814	NM_176814	2	7	127377185	127377329	-	144	9	9	6	3
hek293_B	21:29321221-29329693	NM_206866	NM_206866,NR_027655,NM_001186	1	21	29321220	29321514	+	294	13	17	8	9
hek293_B	21:29321221-29329693	NM_206866	NM_206866,NR_027655,NM_001186	2	21	29326058	29327393	+	1335	2	2	1	1
hek293_B	21:29321221-29329693	NM_206866	NM_206866,NR_027655,NM_001186	3	21	29329486	29329693	+	207	13	17	8	9
hek293_B	1:20749723-20773610	NM_016287	NM_016287	3	1	20749722	20749882	-	160	5	6	2	4
hek293_B	1:20749723-20773610	NM_016287	NM_016287	4	1	20757165	20757256	-	91	1	1	0	1
hek293_B	1:20749723-20773610	NM_016287	NM_016287	5	0	0	0	0	0	0	0	0	0
hek293_B	1:20749723-20773610	NM_016287	NM_016287	6	0	0	0	0	0	0	0	0	0
hek293_B	1:20749723-20773610	NM_016287	NM_016287	7	1	20770929	20771073	-	144	1	1	1	0
hek293_B	1:20749723-20773610	NM_016287	NM_016287	8	1	20773450	20773610	-	160	5	6	2	4
hek293_B	9:83678441-83686155	NM_053067	NM_053067,NM_013438	5	9	83678440	83678599	-	159	5	5	2	3
hek293_B	9:83678441-83686155	NM_053067	NM_053067,NM_013438	6	0	0	0	0	0	0	0	0	0
hek293_B	9:83678441-83686155	NM_053067	NM_053067,NM_013438	7	0	0	0	0	0	0	0	0	0
hek293_B	9:83678441-83686155	NM_053067	NM_053067,NM_013438	8	9	83686003	83686155	-	152	5	5	2	3
hek293_B	1:35358925-35361789	NM_005095	NM_005095	2	1	35358924	35359446	+	522	9	10	3	7
hek293_B	1:35358925-35361789	NM_005095	NM_005095	3	1	35361193	35361255	+	62	3	3	1	2
hek293_B	1:35358925-35361789	NM_005095	NM_005095	4	1	35361618	35361789	+	171	9	10	3	7
hek293_B	22:20933779-20934244	NM_005207	NM_005207	1	22	20933778	20934244	+	466	4	8	2	6
hek293_B	1:243613671-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	6	1	243613670	243613739	-	69	4	5	3	2
hek293_B	1:243613671-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	7	1	243615095	243615161	-	66	4	5	3	2
hek293_B	1:243613671-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	8	1	243637610	243637742	-	132	4	5	3	2
hek293_B	1:243613671-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	9	0	0	0	0	0	0	0	0	0
hek293_B	1:243613671-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	10	0	0	0	0	0	0	0	0	0
hek293_B	1:243613671-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	11	0	0	0	0	0	0	0	0	0
hek293_B	1:243613671-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	12	1	243843124	243843282	-	158	4	5	3	2
hek293_B	1:224952670-225007544	NM_001373	NM_144989,NM_001373,NM_001145154	1	1	224952669	224952779	+	110	5	5	1	4
hek293_B	1:224952670-225007544	NM_001373	NM_144989,NM_001373,NM_001145154	2	1	224954958	224955098	+	140	4	4	1	3
hek293_B	1:224952670-225007544	NM_001373	NM_144989,NM_001373,NM_001145154	3	0	0	0	0	0	0	0	0	0
hek293_B	1:224952670-225007544	NM_001373	NM_144989,NM_001373,NM_001145154	4	0	0	0	0	0	0	0	0	0
hek293_B	1:224952670-225007544	NM_001373	NM_144989,NM_001373,NM_001145154	5	0	0	0	0	0	0	0	0	0
hek293_B	1:224952670-225007544	NM_001373	NM_144989,NM_001373,NM_001145154	6	0	0	0	0	0	0	0	0	0
hek293_B	1:224952670-225007544	NM_001373	NM_144989,NM_001373,NM_001145154	7	0	0	0	0	0	0	0	0	0
hek293_B	1:224952670-225007544	NM_001373	NM_144989,NM_001373,NM_001145154	8	1	225002782	225002927	+	145	1	1	0	1
hek293_B	1:224952670-225007544	NM_001373	NM_144989,NM_001373,NM_001145154	9	1	225007412	225007544	+	132	5	5	1	4
hek293_B	15:32526813-32533368	NR_036650	NR_036650	3	15	32526812	32526978	-	166	9	9	1	8
hek293_B	15:32526813-32533368	NR_036650	NR_036650	4	15	32528531	32528701	-	170	3	3	1	2
hek293_B	15:32526813-32533368	NR_036650	NR_036650	5	0	0	0	0	0	0	0	0	0
hek293_B	15:32526813-32533368	NR_036650	NR_036650	6	15	32533211	32533741	-	530	9	9	1	8
hek293_B	10:68459104-68470163	NM_001080449	NM_001080449,NR_102264	16	10	68459103	68459235	-	132	5	6	2	4
hek293_B	10:68459104-68470163	NM_001080449	NM_001080449,NR_102264	17	10	68465666	68465812	-	146	3	3	0	3
hek293_B	10:68459104-68470163	NM_001080449	NM_001080449,NR_102264	18	10	68468122	68468306	-	184	1	1	1	0
hek293_B	10:68459104-68470163	NM_001080449	NM_001080449,NR_102264	19	10	68469980	68470163	-	183	5	6	2	4
hek293_B	11:130260856-130261929	NM_014155	NM_014155,NM_001301098,NM_001301099	4	11	130260855	130261929	-	1074	11	26	10	16
hek293_B	1:31915895-31919658	NM_001195100	NM_001195101,NM_001195100,NM_080391	2	1	31915894	31915987	-	93	14	14	11	3
hek293_B	1:31915895-31919658	NM_001195100	NM_001195101,NM_001195100,NM_080391	3	1	31918969	31919658	-	689	14	20	16	4
hek293_B	1:8495063-8557523	NM_001042681	NM_001042681,NM_012102	13	1	8495062	8495162	-	100	4	4	2	2
hek293_B	1:8495063-8557523	NM_001042681	NM_001042681,NM_012102	14	1	8497404	8497529	-	125	2	2	1	1
hek293_B	1:8495063-8557523	NM_001042681	NM_001042681,NM_012102	15	0	0	0	0	0	0	0	0	0
hek293_B	1:8495063-8557523	NM_001042681	NM_001042681,NM_012102	16	1	8541213	8541318	-	105	1	1	0	1
hek293_B	1:8495063-8557523	NM_001042681	NM_001042681,NM_012102	17	1	8556474	8556571	-	97	2	2	1	1
hek293_B	1:8495063-8557523	NM_001042681	NM_001042681,NM_012102	18	1	8557417	8557523	-	106	4	4	2	2
hek293_B	7:135577796-135593192	NM_015135	NM_015135	5	7	135577795	135578024	+	229	4	4	3	1
hek293_B	7:135577796-135593192	NM_015135	NM_015135	6	0	0	0	0	0	0	0	0	0
hek293_B	7:135577796-135593192	NM_015135	NM_015135	7	0	0	0	0	0	0	0	0	0
hek293_B	7:135577796-135593192	NM_015135	NM_015135	8	0	0	0	0	0	0	0	0	0
hek293_B	7:135577796-135593192	NM_015135	NM_015135	9	0	0	0	0	0	0	0	0	0
hek293_B	7:135577796-135593192	NM_015135	NM_015135	10	7	135591449	135591600	+	151	1	1	0	1
hek293_B	7:135577796-135593192	NM_015135	NM_015135	11	7	135592986	135593192	+	206	4	4	3	1
hek293_B	13:75560753-75569507	NM_001270952	NM_001270952,NM_006002	2	13	75560752	75560881	+	129	7	7	2	5
hek293_B	13:75560753-75569507	NM_001270952	NM_001270952,NM_006002	3	13	75566694	75566851	+	157	7	7	2	5
hek293_B	13:75560753-75569507	NM_001270952	NM_001270952,NM_006002	4	13	75567226	75567312	+	86	5	5	0	5
hek293_B	13:75560753-75569507	NM_001270952	NM_001270952,NM_006002	5	13	75569459	75569507	+	48	7	7	2	5
hek293_B	2:61522611-61533903	NM_003400	NM_003400	21	2	61522610	61522683	-	73	4	5	4	1
hek293_B	2:61522611-61533903	NM_003400	NM_003400	22	2	61526419	61526521	-	102	3	3	3	0
hek293_B	2:61522611-61533903	NM_003400	NM_003400	23	2	61533771	61533903	-	132	4	5	4	1
hek293_B	12:116230533-116237705	NM_015335	NM_015335	29	12	116237467	116237705	-	238	6	8	4	4
hek293_B	22:45689712-45740538	NM_001167621	NM_013236,NM_001167621	7	22	45740368	45740538	+	170	5	6	3	3
hek293_B	11:33286413-33287511	NM_001278163	NM_001278163,NM_001278162,NM_001048200,NM_005734	1	11	33286412	33287511	+	1099	28	58	24	34
hek293_B	16:68121987-68123121	NM_004555	NM_004555,NM_173165,NM_173163	1	16	68121986	68123121	+	1135	5	12	8	4
hek293_B	13:112516440-112527484	NM_001286278	NM_001286278,NM_006322,NM_001286277	4	13	112516439	112516575	-	136	9	9	8	1
hek293_B	13:112516440-112527484	NM_001286278	NM_001286278,NM_006322,NM_001286277	5	13	112518974	112519043	-	69	4	4	4	0
hek293_B	13:112516440-112527484	NM_001286278	NM_001286278,NM_006322,NM_001286277	6	0	0	0	0	0	0	0	0	0
hek293_B	13:112516440-112527484	NM_001286278	NM_001286278,NM_006322,NM_001286277	7	0	0	0	0	0	0	0	0	0
hek293_B	13:112516440-112527484	NM_001286278	NM_001286278,NM_006322,NM_001286277	8	13	112526941	112527050	-	109	5	5	4	1
hek293_B	13:112516440-112527484	NM_001286278	NM_001286278,NM_006322,NM_001286277	9	13	112527373	112527484	-	111	9	9	8	1
hek293_B	1:41070595-41075451	NM_001031694	NM_001031694,NM_001172218,NM_001172219,NM_012236,NM_001172221,NM_001172220,NM_001172222	6	1	41070594	41070721	-	127	6	9	5	4
hek293_B	1:41070595-41075451	NM_001031694	NM_001031694,NM_001172218,NM_001172219,NM_012236,NM_001172221,NM_001172220,NM_001172222	7	1	41075218	41075451	-	233	6	10	5	5
hek293_B	1:155438327-155459898	NM_018489	NM_018489	23	1	155438326	155439068	-	742	6	10	7	3
hek293_B	1:155438327-155459898	NM_018489	NM_018489	24	1	155459796	155459898	-	102	6	6	4	2
hek293_B	22:45729425-45740538	NM_013236	NM_013236,NM_001167621	6	22	45729424	45729590	+	166	8	11	7	4
hek293_B	22:45729425-45740538	NM_013236	NM_013236,NM_001167621	7	22	45738730	45738839	+	109	3	4	2	2
hek293_B	22:45729425-45740538	NM_013236	NM_013236,NM_001167621	8	22	45740368	45740538	+	170	8	11	7	4
hek293_B	17:4066447-4072756	NM_015113	NM_015113	27	17	4066446	4066540	-	94	5	5	1	4
hek293_B	17:4066447-4072756	NM_015113	NM_015113	28	17	4067162	4067242	-	80	1	1	1	0
hek293_B	17:4066447-4072756	NM_015113	NM_015113	29	17	4070683	4070924	-	241	4	4	1	3
hek293_B	17:4066447-4072756	NM_015113	NM_015113	30	17	4072607	4072756	-	149	5	5	1	4
hek293_B	4:186706563-186709845	NM_005245	NM_005245	25	4	186706562	186709845	-	3283	14	30	16	14
hek293_B	12:104927973-104928694	NM_032148	NM_032148	9	12	104927972	104928694	-	722	4	10	6	4
hek293_B	5:79439010-79457018	NM_004272	NM_001277077,NM_004272,NM_001277078	4	5	79439009	79439149	-	140	5	5	3	2
hek293_B	5:79439010-79457018	NM_004272	NM_001277077,NM_004272,NM_001277078	5	5	79447052	79447145	-	93	2	2	1	1
hek293_B	5:79439010-79457018	NM_004272	NM_001277077,NM_004272,NM_001277078	6	5	79450989	79451121	-	132	1	1	0	1
hek293_B	5:79439010-79457018	NM_004272	NM_001277077,NM_004272,NM_001277078	7	5	79456861	79457018	-	157	5	5	3	2
hek293_B	1:117402186-117442325	NM_006699	NM_006699	1	1	117402185	117402441	+	256	19	19	11	8
hek293_B	1:117402186-117442325	NM_006699	NM_006699	2	0	0	0	0	0	0	0	0	0
hek293_B	1:117402186-117442325	NM_006699	NM_006699	3	1	117414712	117414831	+	119	8	8	3	5
hek293_B	1:117402186-117442325	NM_006699	NM_006699	4	1	117420568	117420649	+	81	9	9	4	5
hek293_B	1:117402186-117442325	NM_006699	NM_006699	5	1	117442230	117442325	+	95	19	19	11	8
hek293_B	6:47283938-47286595	NM_014452	NM_014452	3	6	47283937	47284432	-	495	6	7	1	6
hek293_B	6:47283938-47286595	NM_014452	NM_014452	4	6	47285943	47286595	-	652	6	7	1	6
hek293_B	9:92256680-92269983	NM_002161	NM_002161,NM_013417,NR_073446	14	9	92256679	92256800	-	121	5	5	4	1
hek293_B	9:92256680-92269983	NM_002161	NM_002161,NM_013417,NR_073446	15	9	92258853	92258998	-	145	2	2	1	1
hek293_B	9:92256680-92269983	NM_002161	NM_002161,NM_013417,NR_073446	16	0	0	0	0	0	0	0	0	0
hek293_B	9:92256680-92269983	NM_002161	NM_002161,NM_013417,NR_073446	17	0	0	0	0	0	0	0	0	0
hek293_B	9:92256680-92269983	NM_002161	NM_002161,NM_013417,NR_073446	18	0	0	0	0	0	0	0	0	0
hek293_B	9:92256680-92269983	NM_002161	NM_002161,NM_013417,NR_073446	19	0	0	0	0	0	0	0	0	0
hek293_B	9:92256680-92269983	NM_002161	NM_002161,NM_013417,NR_073446	20	9	92268173	92268300	-	127	3	3	3	0
hek293_B	9:92256680-92269983	NM_002161	NM_002161,NM_013417,NR_073446	21	9	92269884	92269983	-	99	5	5	4	1
hek293_B	1:41113283-41143112	NM_001172222	NM_001031694,NM_001172218,NM_001172219,NM_012236,NM_001172221,NM_001172220,NM_001172222	7	1	41142877	41143112	-	235	5	6	3	3
hek293_B	11:92352096-92355404	NM_001008781	NM_001008781	0	11	92352095	92355404	+	3309	10	20	2	18
hek293_B	7:39987599-40002031	NM_031267	NM_031267,NM_003718	1	7	39987598	39988258	+	660	9	10	4	6
hek293_B	7:39987599-40002031	NM_031267	NM_031267,NM_003718	2	0	0	0	0	0	0	0	0	0
hek293_B	7:39987599-40002031	NM_031267	NM_031267,NM_003718	3	7	39999360	39999500	+	140	1	1	1	0
hek293_B	7:39987599-40002031	NM_031267	NM_031267,NM_003718	4	7	40001860	40002031	+	171	9	10	4	6
hek293_B	11:66639700-66640123	NM_002896	NM_002896,NM_001198844,NM_001198843	1	11	66639699	66640123	+	424	4	12	6	6
hek293_B	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	2	1	243545509	243545597	-	88	4	5	2	3
hek293_B	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	3	1	243552728	243552943	-	215	3	4	1	3
hek293_B	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	4	0	0	0	0	0	0	0	0	0
hek293_B	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	5	0	0	0	0	0	0	0	0	0
hek293_B	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	6	0	0	0	0	0	0	0	0	0
hek293_B	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	7	0	0	0	0	0	0	0	0	0
hek293_B	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	8	0	0	0	0	0	0	0	0	0
hek293_B	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	9	0	0	0	0	0	0	0	0	0
hek293_B	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	10	0	0	0	0	0	0	0	0	0
hek293_B	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	11	0	0	0	0	0	0	0	0	0
hek293_B	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	12	1	243843124	243843282	-	158	4	5	2	3
hek293_B	2:214767482-214781509	NM_000465	NM_000465,NM_001282543,NR_104216,NR_104212,NR_104215	5	2	214767481	214767654	-	173	4	4	2	2
hek293_B	2:214767482-214781509	NM_000465	NM_000465,NM_001282543,NR_104216,NR_104212,NR_104215	6	2	214769231	214769312	-	81	1	1	1	0
hek293_B	2:214767482-214781509	NM_000465	NM_000465,NM_001282543,NR_104216,NR_104212,NR_104215	7	2	214780559	214781509	-	950	4	4	2	2
hek293_B	6:79042843-79060818	NM_017934	NM_017934	33	6	79042842	79043003	-	161	7	7	2	5
hek293_B	6:79042843-79060818	NM_017934	NM_017934	34	6	79060477	79060576	-	99	6	6	2	4
hek293_B	6:79042843-79060818	NM_017934	NM_017934	35	6	79060667	79060818	-	151	7	7	2	5
hek293_B	14:96833467-96860735	NM_003384	NM_003384	1	14	96833466	96833631	+	165	33	36	23	13
hek293_B	14:96833467-96860735	NM_003384	NM_003384	2	14	96837761	96837817	+	56	11	11	9	2
hek293_B	14:96833467-96860735	NM_003384	NM_003384	3	0	0	0	0	0	0	0	0	0
hek293_B	14:96833467-96860735	NM_003384	NM_003384	4	0	0	0	0	0	0	0	0	0
hek293_B	14:96833467-96860735	NM_003384	NM_003384	5	0	0	0	0	0	0	0	0	0
hek293_B	14:96833467-96860735	NM_003384	NM_003384	6	0	0	0	0	0	0	0	0	0
hek293_B	14:96833467-96860735	NM_003384	NM_003384	7	0	0	0	0	0	0	0	0	0
hek293_B	14:96833467-96860735	NM_003384	NM_003384	8	0	0	0	0	0	0	0	0	0
hek293_B	14:96833467-96860735	NM_003384	NM_003384	9	14	96856527	96856586	+	59	4	4	3	1
hek293_B	14:96833467-96860735	NM_003384	NM_003384	10	14	96860556	96860735	+	179	33	36	23	13
hek293_B	5:69174877-69175537	NM_031966	NM_031966	5	5	69174876	69175113	+	237	4	10	7	3
hek293_B	5:69174877-69175537	NM_031966	NM_031966	6	5	69175396	69175537	+	141	4	7	4	3
hek293_B	18:21765772-21779685	NM_020774	NM_020774	1	18	21765771	21765943	+	172	11	11	8	3
hek293_B	18:21765772-21779685	NM_020774	NM_020774	2	18	21768622	21768752	+	130	3	3	2	1
hek293_B	18:21765772-21779685	NM_020774	NM_020774	3	0	0	0	0	0	0	0	0	0
hek293_B	18:21765772-21779685	NM_020774	NM_020774	4	0	0	0	0	0	0	0	0	0
hek293_B	18:21765772-21779685	NM_020774	NM_020774	5	18	21779480	21779685	+	205	11	11	8	3
hek293_B	14:32090502-32094386	NM_001030055	NM_001030055,NM_001173	1	14	32090501	32094386	+	3885	18	38	30	8
hek293_B	9:85669485-85712566	NM_015239	NM_015239,NM_001286717,NM_001286715	18	9	85669484	85669578	-	94	5	8	4	4
hek293_B	9:85669485-85712566	NM_015239	NM_015239,NM_001286717,NM_001286715	19	9	85672549	85672681	-	132	3	4	2	2
hek293_B	9:85669485-85712566	NM_015239	NM_015239,NM_001286717,NM_001286715	20	0	0	0	0	0	0	0	0	0
hek293_B	9:85669485-85712566	NM_015239	NM_015239,NM_001286717,NM_001286715	21	0	0	0	0	0	0	0	0	0
hek293_B	9:85669485-85712566	NM_015239	NM_015239,NM_001286717,NM_001286715	22	9	85681267	85681335	-	68	2	2	2	0
hek293_B	9:85669485-85712566	NM_015239	NM_015239,NM_001286717,NM_001286715	23	9	85692688	85692813	-	125	2	4	2	2
hek293_B	9:85669485-85712566	NM_015239	NM_015239,NM_001286717,NM_001286715	24	9	85712501	85712566	-	65	5	8	4	4
hek293_B	X:14843660-14859334	NM_152633	NM_152633,NM_001018113	0	X	14843406	14843981	-	575	4	4	0	4
hek293_B	X:14843660-14859334	NM_152633	NM_152633,NM_001018113	1	0	0	0	0	0	0	0	0	0
hek293_B	X:14843660-14859334	NM_152633	NM_152633,NM_001018113	2	0	0	0	0	0	0	0	0	0
hek293_B	X:14843660-14859334	NM_152633	NM_152633,NM_001018113	3	0	0	0	0	0	0	0	0	0
hek293_B	X:14843660-14859334	NM_152633	NM_152633,NM_001018113	4	0	0	0	0	0	0	0	0	0
hek293_B	X:14843660-14859334	NM_152633	NM_152633,NM_001018113	5	X	14857861	14857954	-	93	1	1	0	1
hek293_B	X:14843660-14859334	NM_152633	NM_152633,NM_001018113	6	X	14859181	14859334	-	153	4	4	0	4
