exon	relative_pos_in_circle	relative_pos_in_exon	coverage
0	310	310	6
0	311	311	6
0	312	312	6
0	313	313	6
0	314	314	6
0	315	315	6
0	316	316	6
0	317	317	6
0	318	318	6
0	319	319	6
0	320	320	6
0	321	321	6
0	322	322	6
0	323	323	6
0	324	324	6
0	325	325	6
0	326	326	6
0	327	327	6
0	328	328	6
0	329	329	6
0	330	330	6
0	331	331	6
0	332	332	6
0	333	333	6
0	334	334	6
0	335	335	6
0	336	336	6
0	337	337	6
0	338	338	6
0	339	339	6
0	340	340	6
0	341	341	6
0	342	342	6
0	343	343	6
0	344	344	6
0	345	345	6
0	346	346	6
0	347	347	6
0	348	348	6
0	349	349	6
0	350	350	6
0	351	351	6
0	352	352	6
0	353	353	6
0	354	354	6
0	355	355	6
0	356	356	6
0	357	357	6
0	358	358	6
0	359	359	6
0	360	360	6
0	361	361	6
0	362	362	6
0	363	363	6
0	364	364	6
0	365	365	6
0	366	366	6
0	367	367	6
0	368	368	6
0	369	369	6
0	370	370	6
0	371	371	6
